tweet_id,favorite_count,retweet_count
740214038584557568,7029,2106
739979191639244800,20989,6345
739932936087216128,4261,1155
739844404073074688,3988,915
739623569819336705,3998,1453
739606147276148736,5660,1774
739544079319588864,41707,22914
739485634323156992,7560,3149
739238157791694849,121742,62207
738891149612572673,113,6
738885046782832640,3959,1223
738883359779196928,3511,870
738537504001953792,5352,1671
738402415918125056,3425,905
738184450748633089,4527,1295
738166403467907072,9253,3646
738156290900254721,2665,700
737826014890496000,5539,1883
737800304142471168,10489,3705
737678689543020544,5298,1430
737445876994609152,10803,4774
737322739594330112,3790,869
737310737551491075,15419,7934
736736130620620800,4532,1856
736392552031657984,18651,7933
736365877722001409,4185,1342
736225175608430592,8538,2964
736010884653420544,8291,3186
735991953473572864,3771,1229
735648611367784448,4206,1175
735635087207878657,6483,2512
735274964362878976,13643,5430
735256018284875776,3504,949
735137028879360001,3287,1038
734912297295085568,2871,550
734787690684657664,13191,6740
