tweet_id,favorite_count,retweet_count
734776360183431168,2637,583
734559631394082816,1571,423
733828123016450049,3774,829
733822306246479872,3849,1078
733482008106668032,3292,1014
733460102733135873,4418,1366
733109485275860992,51588,17963
732732193018155009,2565,575
732726085725589504,3703,947
732585889486888962,3869,822
732375214819057664,8482,2697
732005617171337216,15675,5833
731285275100512256,3662,1050
731156023742988288,4023,1359
730924654643314689,6431,2113
730573383004487680,5161,2301
730427201120833536,3631,1112
730211855403241472,4010,1130
730196704625098752,5118,2049
729854734790754305,4228,1203
729838605770891264,1789,410
729823566028484608,4179,1322
729463711119904772,6079,2465
729113531270991872,1978,350
728986383096946689,3311,878
728760639972315136,4895,1820
728751179681943552,2913,725
728653952833728512,3470,1108
728409960103686147,5147,2143
728387165835677696,3843,1021
728046963732717569,4517,1255
728035342121635841,4769,1780
728015554473250816,4297,1164
727685679342333952,3074,683
727644517743104000,6173,1863
727524757080539137,4682,1302
727314416056803329,3481,802
727286334147182592,3189,871
727175381690781696,4052,1468
727155742655025152,3808,1409
726935089318363137,7211,2613
726887082820554753,4017,1605
726828223124897792,3717,1074
726224900189511680,4619,1227
725842289046749185,7390,2828
725786712245440512,4360,1450
725729321944506368,5430,1896
725458796924002305,1476,663
724983749226668032,3879,1388
724771698126512129,2480,685
724405726123311104,5551,1757
724049859469295616,4522,1884
724046343203856385,2784,595
724004602748780546,4376,1680
723912936180330496,4073,1306
723688335806480385,8066,3177
723673163800948736,3166,950
723179728551723008,5541,2000
722974582966214656,4305,1675
722613351520608256,5187,1743
721503162398597120,4876,1994
721001180231503872,2646,656
720785406564900865,3257,820
720775346191278080,2594,722
720415127506415616,4317,1592
720389942216527872,6719,2683
720340705894408192,3003,1037
720059472081784833,4067,1201
720043174954147842,5132,2140
719991154352222208,5058,1861
719704490224398336,4778,1547
719551379208073216,5289,2051
719367763014393856,2923,786
719339463458033665,4617,1335
719332531645071360,3573,1017
718971898235854848,3653,1166
718939241951195136,5482,1875
718631497683582976,19772,8605
718613305783398402,2553,514
718540630683709445,2602,1079
718460005985447936,2820,564
718454725339934721,5090,1604
718246886998687744,2022,532
718234618122661888,4060,1069
717841801130979328,2569,631
717790033953034240,3019,1202
717537687239008257,6021,1964
717428917016076293,1683,484
717421804990701568,3295,899
717047459982213120,6558,2031
717009362452090881,3420,1038
716802964044845056,4470,1254
716791146589110272,6253,1527
716730379797970944,1288,455
716447146686459905,13721,6282
716439118184652801,2476,227
716285507865542656,2908,1157
716080869887381504,7032,2048
715928423106027520,3340,931
715758151270801409,3913,1514
715733265223708672,4890,1799
715704790270025728,2921,605
715696743237730304,4088,1369
715680795826982913,4531,1726
715360349751484417,5727,1679
715342466308784130,3169,726
715220193576927233,2525,696
715200624753819648,5357,2012
715009755312439296,4357,1321
714982300363173890,3929,1106
714962719905021952,7705,4549
714957620017307648,4331,1513
714631576617938945,3422,1070
714606013974974464,3798,987
714485234495041536,2833,1233
714258258790387713,3149,763
714251586676113411,3420,895
714214115368108032,2375,938
714141408463036416,4512,1497
713919462244790272,3432,827
713909862279876608,2007,579
713900603437621249,2969,792
713761197720473600,5112,1468
713411074226274305,4620,1376
713177543487135744,7539,3016
713175907180089344,4668,1556
712809025985978368,19490,7184
712717840512598017,12934,5333
712668654853337088,4355,1295
712438159032893441,5578,1669
712309440758808576,256,25
712097430750289920,3976,1105
712092745624633345,3085,957
712085617388212225,3403,516
712065007010385924,2370,667
711998809858043904,0,134
711968124745228288,8447,2465
711743778164514816,2981,1050
711732680602345472,9316,4393
711694788429553666,34400,19496
711652651650457602,4054,979
711363825979756544,3831,1208
711306686208872448,3467,780
711008018775851008,3137,663
710997087345876993,4767,1486
710844581445812225,2670,736
710833117892898816,2819,575
710658690886586372,2423,603
710609963652087808,5031,2507
710588934686908417,4770,2000
710296729921429505,2485,787
710283270106132480,2237,550
710272297844797440,4743,1343
710269109699739648,2516,1204
710153181850935296,3050,953
710140971284037632,2900,954
710117014656950272,5770,2124
709918798883774466,3128,1140
709901256215666688,706,105
709852847387627521,3672,1275
709566166965075968,3717,1285
709556954897764353,3446,1134
709519240576036864,1558,256
709449600415961088,2333,626
709409458133323776,2738,740
709225125749587968,2521,609
709207347839836162,13227,6228
709198395643068416,2532,684
709179584944730112,2114,719
709158332880297985,2143,449
709042156699303936,4985,1751
708853462201716736,1882,701
708845821941387268,3123,957
708834316713893888,1777,538
708810915978854401,17297,7421
708738143638450176,2876,872
708711088997666817,2673,775
708479650088034305,2675,720
708469915515297792,3238,877
708400866336894977,16803,10808
708356463048204288,3795,1427
708349470027751425,2467,788
708149363256774660,4485,1643
708130923141795840,3553,892
708119489313951744,2816,1044
708109389455101952,2026,578
708026248782585858,4579,2042
707995814724026368,3281,1200
707983188426153984,51,2
707969809498152960,2827,1034
707776935007539200,3442,1010
707741517457260545,2617,653
707738799544082433,4302,2640
707693576495472641,3612,1069
707629649552134146,2706,939
707610948723478529,17807,6852
707420581654872064,2390,739
707411934438625280,2392,639
707387676719185920,3678,1389
707377100785885184,3444,1155
707315916783140866,2601,685
707297311098011648,2905,851
707059547140169728,2706,726
707038192327901184,2305,851
707021089608753152,4271,1462
707014260413456384,2425,639
706904523814649856,15319,8372
706901761596989440,2173,640
706681918348251136,3485,1033
706644897839910912,2709,1169
706593038911545345,2265,670
706538006853918722,3631,1512
706516534877929472,3252,1107
706346369204748288,3618,986
706310011488698368,22491,8530
706291001778950144,1786,499
706265994973601792,2869,982
706169069255446529,4096,2375
706166467411222528,5409,1719
706153300320784384,1565,414
705975130514706432,3257,788
705970349788291072,3296,951
705898680587526145,2497,597
705786532653883392,2050,561
705591895322394625,3327,1229
705475953783398401,3103,988
705442520700944385,4672,1753
705428427625635840,4012,1808
705239209544720384,3146,804
705223444686888960,2707,863
705102439679201280,2259,545
705066031337840642,2282,645
704871453724954624,4482,1186
704859558691414016,2369,582
704847917308362754,5369,1637
704819833553219584,2767,1068
704761120771465216,6968,3101
704499785726889984,3090,1067
704491224099647488,806,88
704480331685040129,3572,1131
704364645503647744,8433,3806
704347321748819968,1671,374
704134088924532736,1590,500
704113298707505153,1955,603
704054845121142784,3067,978
703774238772166656,1939,499
703769065844768768,3464,1213
703631701117943808,2726,739
703611486317502464,4061,1620
703425003149250560,3990,1475
703407252292673536,2577,743
703382836347330562,3684,1218
703356393781329922,2016,414
703268521220972544,2066,584
703079050210877440,7767,3318
703041949650034688,27730,13416
702932127499816960,2723,773
702899151802126337,1693,483
702684942141153280,3380,1154
702671118226825216,2310,601
702598099714314240,10869,3494
702539513671897089,3023,1020
702332542343577600,3362,1666
702321140488925184,3453,1101
702276748847800320,2603,816
702217446468493312,5051,1431
701981390485725185,3621,1061
701952816642965504,4005,1093
701889187134500865,3745,1471
701805642395348998,3614,1817
701601587219795968,2196,489
701570477911896070,2972,1002
701545186879471618,2797,655
701214700881756160,12849,5472
700890391244103680,2334,616
700864154249383937,2722,655
700847567345688576,2554,536
700796979434098688,2566,1027
700747788515020802,24015,10010
700518061187723268,2780,856
700505138482569216,2399,610
700462010979500032,4349,1926
700167517596164096,2783,798
700151421916807169,2355,707
700143752053182464,7927,2943
700062718104104960,2782,743
700029284593901568,2178,626
700002074055016451,3482,1441
699801817392291840,3212,1027
699788877217865730,2360,530
699779630832685056,2921,1328
699775878809702401,2065,648
699691744225525762,10795,4911
699446877801091073,6246,2797
699434518667751424,2281,543
699423671849451520,1445,353
699413908797464576,2176,662
699370870310113280,1981,469
699323444782047232,3329,923
699088579889332224,2354,672
699079609774645248,2578,703
699072405256409088,3159,1267
699060279947165696,3973,1933
699036661657767936,2743,1277
698989035503689728,3552,1053
698953797952008193,2844,968
698907974262222848,2671,664
698710712454139905,2605,728
698703483621523456,1523,406
698635131305795584,1349,364
698549713696649216,2440,661
698355670425473025,1968,484
698342080612007937,2381,1012
698262614669991936,4999,2146
698195409219559425,17615,6373
698178924120031232,2947,790
697995514407682048,1607,358
697990423684476929,3459,1386
697943111201378304,2528,737
697881462549430272,3171,1273
697630435728322560,1840,575
697616773278015490,3333,1084
697596423848730625,3194,1350
697575480820686848,2148,538
697516214579523584,2185,1212
697482927769255936,2550,721
697463031882764288,3589,1475
697270446429966336,4918,1988
697259378236399616,3457,1067
697255105972801536,3174,1239
697242256848379904,2645,710
696900204696625153,3355,1096
696894894812565505,2460,725
696886256886657024,5089,1919
696877980375769088,2561,761
696754882863349760,1549,381
696744641916489729,2172,1006
696713835009417216,2501,691
696518437233913856,4093,1816
696490539101908992,1279,156
696488710901260288,2671,1107
696405997980676096,3386,1217
696100768806522880,2037,713
695816827381944320,3162,1247
695794761660297217,3353,840
695767669421768709,1968,798
695629776980148225,4806,2244
695446424020918272,4591,1940
695409464418041856,9088,3821
695314793360662529,3830,1575
695095422348574720,2784,658
695074328191332352,2993,1182
695064344191721472,1692,641
695051054296211456,2807,840
694925794720792577,2830,976
694905863685980160,2900,1001
694669722378485760,37581,15473
694356675654983680,1585,311
694352839993344000,2144,665
694342028726001664,1657,523
694329668942569472,2113,537
694206574471057408,4405,2171
694183373896572928,3101,995
694001791655137281,3571,1105
693993230313091072,1964,433
693942351086120961,1822,395
693647888581312512,2840,635
693644216740769793,1415,135
693642232151285760,2666,445
693629975228977152,2583,854
693622659251335168,1626,397
693590843962331137,5333,2113
693582294167244802,1725,273
693486665285931008,1872,674
693280720173801472,3540,1326
693267061318012928,2516,876
693262851218264065,2348,535
693231807727280129,3012,786
693155686491000832,8295,3419
693109034023534592,1809,658
693095443459342336,1974,495
692919143163629568,2814,799
692905862751522816,2563,940
692901601640583168,1882,649
692894228850999298,2400,866
692828166163931137,3028,943
692752401762250755,7182,3885
692568918515392513,4566,1646
692535307825213440,3365,1452
692530551048294401,1939,449
692423280028966913,1554,245
692417313023332352,9816,3715
692187005137076224,2657,876
692158366030913536,2265,849
692142790915014657,1726,421
692041934689402880,3576,1362
692017291282812928,3015,1019
691820333922455552,4161,1773
691793053716221953,8535,4494
691756958957883396,3043,1095
691675652215414786,2047,544
691483041324204033,2497,606
691459709405118465,4278,1235
691444869282295808,2792,908
691416866452082688,20346,8187
691321916024623104,2705,707
691096613310316544,3119,952
691090071332753408,1798,359
690989312272396288,6225,3077
690959652130045952,3778,1344
690938899477221376,4356,2133
690932576555528194,3461,1095
690735892932222976,3983,1371
690728923253055490,2288,553
690690673629138944,2450,855
690649993829576704,1376,300
690607260360429569,305,17
690597161306841088,2070,646
690400367696297985,1972,485
690374419777196032,3436,922
690360449368465409,2780,955
690348396616552449,1585,549
690248561355657216,1773,438
690021994562220032,2941,1107
690015576308211712,2650,792
690005060500217858,3860,1806
689999384604450816,1502,400
689993469801164801,1544,488
689977555533848577,1443,478
689905486972461056,2562,742
689877686181715968,3185,1267
689835978131935233,2275,808
689661964914655233,3364,997
689659372465688576,10911,4156
689623661272240129,2354,691
689599056876867584,12246,5923
689557536375177216,2160,493
689517482558820352,3570,1530
689289219123089408,2372,1000
689283819090870273,3459,1184
689280876073582592,2100,770
689275259254616065,1217,263
689255633275777024,2694,1162
689154315265683456,3228,1074
689143371370250240,2130,552
688916208532455424,2870,933
688908934925697024,2230,826
688898160958271489,2216,844
688894073864884227,2350,742
688828561667567616,1459,398
688804835492233216,1009,209
688789766343622656,2337,714
688547210804498433,2748,756
688519176466644993,2435,788
688385280030670848,9775,4774
688211956440801280,2346,895
688179443353796608,2226,629
688116655151435777,2973,839
688064179421470721,1816,386
687841446767013888,5763,2707
687826841265172480,2880,1208
687818504314159109,2636,1015
687807801670897665,2520,754
687732144991551489,1851,700
687704180304273409,2566,897
687664829264453632,2042,548
687494652870668288,2014,614
687480748861947905,1683,261
687476254459715584,2078,572
687460506001633280,2158,584
687399393394311168,1995,675
687317306314240000,21162,9803
687312378585812992,4591,2032
687127927494963200,5755,2456
687124485711986689,2280,543
687109925361856513,6121,2638
687102708889812993,2465,1063
687096057537363968,2363,650
686947101016735744,9071,3406
686760001961103360,3707,1476
686749460672679938,3656,1563
686730991906516992,4375,1286
686683045143953408,2962,861
686618349602762752,3887,1456
686606069955735556,1997,583
686394059078897668,1841,728
686386521809772549,3434,942
686377065986265092,2342,601
686358356425093120,2317,728
686286779679375361,4220,1785
686050296934563840,2328,781
686035780142297088,1213,129
686034024800862208,3283,1247
686007916130873345,2610,450
686003207160610816,1920,678
685973236358713344,2223,563
685943807276412928,1717,645
685906723014619143,7925,3125
685681090388975616,2140,137
685667379192414208,2466,616
685663452032069632,3424,1570
685641971164143616,3088,835
685547936038666240,34719,16820
685532292383666176,3202,1234
685325112850124800,9993,4280
685321586178670592,2786,687
685315239903100929,3528,1158
685307451701334016,2176,472
685268753634967552,3259,1296
685198997565345792,2458,715
685169283572338688,4317,1525
684969860808454144,2491,408
684959798585110529,7181,3363
684940049151070208,3385,1119
684926975086034944,3690,502
684914660081053696,3690,1567
684902183876321280,1981,569
684880619965411328,2212,879
684830982659280897,36916,23186
684800227459624960,2855,1069
684594889858887680,9414,3798
684588130326986752,4335,1504
684567543613382656,3168,1325
684538444857667585,2791,1028
684481074559381504,4073,1253
684460069371654144,2083,595
684241637099323392,8581,3551
684225744407494656,1304,229
684222868335505415,4047,1477
684200372118904832,2278,1108
684195085588783105,2017,560
684188786104872960,3666,1257
684177701129875456,2125,724
684147889187209216,3139,1606
684122891630342144,2099,511
684097758874210310,4328,1545
683857920510050305,4000,1199
683852578183077888,2030,377
683849932751646720,2762,1052
683834909291606017,2762,1192
683828599284170753,2944,1137
683773439333797890,3522,1457
683742671509258241,6847,3571
683515932363329536,7754,3121
683498322573824003,3340,1030
683481228088049664,2776,1067
683462770029932544,2560,717
683449695444799489,4107,1726
683391852557561860,8013,2568
683357973142474752,3088,1006
683142553609318400,3035,1113
683111407806746624,3576,977
683098815881154561,2280,707
683078886620553216,2089,601
683030066213818368,2267,785
682962037429899265,38912,17923
682808988178739200,1867,193
682788441537560576,2602,1199
682750546109968385,1605,468
682697186228989953,1378,386
682662431982772225,3205,1162
682638830361513985,2165,646
682429480204398592,3615,1250
682406705142087680,7987,1891
682393905736888321,2357,733
682389078323662849,1757,503
682303737705140231,3245,1073
682259524040966145,4393,1304
682242692827447297,3424,1271
682088079302213632,19262,10629
682059653698686977,5228,1817
682047327939461121,3380,1036
682032003584274432,6926,2156
682003177596559360,3308,1643
681981167097122816,2929,1106
681891461017812993,2598,888
681694085539872773,13439,4346
681679526984871937,1855,482
681654059175129088,2784,996
681610798867845120,2011,508
681579835668455424,3725,1400
681523177663676416,15068,6246
681340665377193984,1727,299
681339448655802368,9772,4358
681320187870711809,2793,811
681302363064414209,4147,1962
681297372102656000,3367,1028
681281657291280384,3392,1181
681261549936340994,1532,295
681242418453299201,1577,581
681231109724700672,2521,519
681193455364796417,3904,1603
680970795137544192,2554,715
680959110691590145,4792,2140
680940246314430465,3384,1132
680934982542561280,2187,472
680913438424612864,2512,664
680889648562991104,1856,394
680836378243002368,3634,1429
680805554198020098,2274,711
680801747103793152,2489,889
680798457301471234,3002,1121
680609293079592961,2770,768
680583894916304897,3810,1445
680497766108381184,4448,2053
680494726643068929,1800,518
680473011644985345,2675,801
680440374763077632,1526,544
680221482581123072,1523,309
680206703334408192,2985,1260
680191257256136705,2254,540
680176173301628928,4104,1684
680161097740095489,2437,788
680145970311643136,3805,1871
680130881361686529,2405,1018
680115823365742593,2852,972
680100725817409536,3755,1465
680085611152338944,13445,9560
680070545539371008,2704,939
680055455951884288,17548,7621
679877062409191424,2068,691
679872969355714560,2284,713
679862121895714818,2580,668
679854723806179328,3012,1322
679844490799091713,2490,821
679828447187857408,38062,15053
679777920601223168,3233,1196
679736210798047232,2193,852
679729593985699840,2272,880
679722016581222400,1740,501
679530280114372609,4996,2221
679527802031484928,2777,775
679511351870550016,3534,1365
679503373272485890,3310,1589
679475951516934144,2199,686
679462823135686656,33284,20177
679405845277462528,2495,1288
679158373988876288,22526,8681
679148763231985668,2903,1102
679132435750195208,3109,1237
679111216690831360,6237,2734
679062614270468097,17887,8783
679047485189439488,2358,730
679001094530465792,2960,1319
678991772295516161,2439,1257
678969228704284672,1719,495
678800283649069056,2695,963
678798276842360832,3647,1272
678774928607469569,2929,985
678767140346941444,3699,1464
678764513869611008,1712,508
678755239630127104,7474,3535
678740035362037760,3935,1815
678708137298427904,5822,2598
678675843183484930,3009,1583
678643457146150913,2148,454
678446151570427904,4185,1673
678424312106393600,5654,2710
678410210315247616,4432,1950
678399652199309312,82504,33912
678396796259975168,1660,449
678389028614488064,1954,450
678380236862578688,2551,967
678341075375947776,1805,573
678334497360859136,1359,279
678278586130948096,11986,6482
678255464182861824,1653,397
678023323247357953,2010,411
678021115718029313,14380,6787
677961670166224897,3569,1791
677918531514703872,1407,436
677895101218201600,5044,2244
677716515794329600,3183,1030
677700003327029250,3546,1537
677698403548192770,1279,339
677687604918272002,2586,898
677673981332312066,3487,1597
677662372920729601,2032,1040
677644091929329666,1959,847
677573743309385728,2233,770
677565715327688705,1348,484
677557565589463040,2543,1238
677547928504967168,7222,3868
677530072887205888,1119,240
677335745548390400,3169,1905
677334615166730240,1417,314
677331501395156992,1137,251
677328882937298944,3780,1587
677314812125323265,1717,569
677301033169788928,1294,435
677269281705472000,2077,749
677228873407442944,3693,1741
677187300187611136,2847,982
676975532580409345,2890,1137
676957860086095872,2300,857
676949632774234114,1355,422
676948236477857792,2263,924
676946864479084545,1773,400
676942428000112642,2157,807
676936541936185344,13206,5209
676916996760600576,3086,1910
676897532954456065,2345,764
676864501615042560,2189,754
676821958043033607,23972,16572
676819651066732545,1870,704
676811746707918848,1471,448
676776431406465024,5193,2123
676617503762681856,3016,1043
676613908052996102,1136,207
676606785097199616,1957,465
676603393314578432,1215,411
676593408224403456,4754,2283
676590572941893632,947,135
676588346097852417,2429,846
676582956622721024,1255,296
676575501977128964,2694,1188
676533798876651520,1953,593
676496375194980353,1581,567
676470639084101634,12052,4940
676440007570247681,1786,703
676430933382295552,1455,364
676263575653122048,2156,580
676237365392908289,1270,309
676219687039057920,77672,32785
676215927814406144,1802,620
676191832485810177,2369,1083
676146341966438401,1988,705
676121918416756736,2225,1223
676101918813499392,2914,1224
676098748976615425,3121,1519
676089483918516224,1366,452
675898130735476737,1699,604
675891555769696257,2212,920
675888385639251968,2463,1015
675878199931371520,4330,1474
675870721063669760,1702,601
675853064436391936,2784,1368
675849018447167488,979,157
675845657354215424,2368,936
675822767435051008,1580,562
675820929667219457,1088,242
675798442703122432,10606,3572
675781562965868544,1678,499
675740360753160193,1210,365
675710890956750848,1958,868
675707330206547968,2055,734
675706639471788032,668,103
675534494439489536,1880,439
675531475945709568,1220,404
675522403582218240,1075,300
675517828909424640,1352,481
675501075957489664,17698,6116
675497103322386432,3246,1364
675489971617296384,1346,625
675483430902214656,1910,1020
675432746517426176,1574,597
675372240448454658,1753,531
675362609739206656,1080,239
675354435921575936,33867,18054
675349384339542016,4041,2377
675334060156301312,2874,1359
675166823650848770,3724,1694
675153376133427200,6490,2739
675149409102012420,3861,1765
675147105808306176,974,253
675146535592706048,1235,328
675145476954566656,2203,947
675135153782571009,1342,517
675113801096802304,2013,819
675111688094527488,995,265
675109292475830276,2886,1189
675047298674663426,1095,342
675015141583413248,2800,1258
675006312288268288,1012,236
675003128568291329,1601,497
674999807681908736,2317,1152
674805413498527744,886,370
674800520222154752,3094,900
674793399141146624,2574,1144
674790488185167872,1137,264
674788554665512960,836,218
674781762103414784,2063,1262
674774481756377088,1160,496
674767892831932416,1881,831
674764817387900928,808,249
674754018082705410,1401,468
674752233200820224,1502,486
674743008475090944,1447,581
674742531037511680,503,54
674739953134403584,1145,412
674737130913071104,665,96
674690135443775488,1183,487
674670581682434048,1662,684
674664755118911488,948,265
674646392044941312,1484,524
674644256330530816,1060,281
674638615994089473,1730,605
674632714662858753,1543,603
674606911342424069,961,103
674468880899788800,6396,2155
674447403907457024,1090,372
674436901579923456,1143,412
674422304705744896,1474,556
674416750885273600,705,146
674410619106390016,1229,485
674394782723014656,1541,596
674372068062928900,868,323
674330906434379776,576,76
674318007229923329,1449,537
674307341513269249,11621,7254
674291837063053312,15132,6150
674271431610523648,1609,760
674269164442398721,922,237
674265582246694913,1676,887
674262580978937856,1337,475
674255168825880576,1510,582
674082852460433408,776,177
674075285688614912,1005,300
674063288070742018,6528,2315
674053186244734976,3408,1352
674051556661161984,1479,503
674045139690631169,1457,666
674042553264685056,740,134
674038233588723717,1126,426
674036086168010753,864,223
674024893172875264,1827,1280
674019345211760640,1160,312
674014384960745472,1601,674
674008982932058114,1233,368
673956914389192708,1995,1004
673919437611909120,1196,383
673906403526995968,3274,1682
673887867907739649,954,262
673716320723169284,3143,788
673715861853720576,3622,2166
673711475735838725,1058,308
673709992831262724,868,284
673708611235921920,1099,299
673707060090052608,1120,405
673705679337693185,1285,413
673700254269775872,1476,595
673697980713705472,3883,2038
673689733134946305,1780,676
673688752737402881,1292,515
673686845050527744,1479,455
673680198160809984,1403,484
673662677122719744,1279,373
673656262056419329,732,253
673636718965334016,1138,375
673612854080196609,1621,748
673583129559498752,1219,381
673580926094458881,851,276
673576835670777856,1412,582
673363615379013632,1045,317
673359818736984064,1484,695
673355879178194945,1523,605
673352124999274496,1688,556
673350198937153538,757,221
673345638550134785,2582,1325
673343217010679808,993,280
673342308415348736,1301,610
673320132811366400,13762,8248
673317986296586240,887,270
673295268553605120,7681,3280
673270968295534593,1084,383
673240798075449344,1451,756
673213039743795200,2300,878
673148804208660480,1731,651
672997845381865473,2005,746
672995267319328768,975,308
672988786805112832,999,303
672984142909456390,1278,562
672980819271634944,1847,1036
672975131468300288,1723,948
672970152493887488,966,368
672968025906282496,1338,564
672964561327235073,1452,661
672902681409806336,1393,521
672898206762672129,913,434
672884426393653248,1584,856
672877615439593473,1054,381
672834301050937345,1338,589
672828477930868736,1275,507
672640509974827008,990,333
672622327801233409,1321,513
672614745925664768,1247,603
672609152938721280,1136,401
672604026190569472,1134,413
672594978741354496,1353,624
672591762242805761,970,345
672591271085670400,746,190
672538107540070400,1050,380
672523490734551040,656,178
672488522314567680,1138,450
672482722825261057,1158,625
672481316919734272,729,128
672475084225949696,1463,721
672466075045466113,1380,557
672272411274932228,6586,3500
672267570918129665,1531,634
672264251789176834,1172,349
672256522047614977,2875,1605
672254177670729728,1462,765
672248013293752320,1756,628
672245253877968896,702,162
672239279297454080,913,330
672231046314901505,1871,1043
672222792075620352,803,217
672205392827572224,2307,1190
672169685991993344,1042,382
672160042234327040,887,369
672139350159835138,1782,740
672125275208069120,2458,1178
672095186491711488,1017,377
672082170312290304,960,377
672068090318987265,1322,530
671896809300709376,8624,4288
671891728106971137,1356,585
671882082306625538,3535,1418
671879137494245376,1449,707
671874878652489728,1273,576
671866342182637568,1145,516
671855973984772097,925,465
671789708968640512,7186,3595
671768281401958400,1216,540
671763349865160704,1714,952
671744970634719232,1373,795
671743150407421952,754,238
671735591348891648,1478,778
671729906628341761,8662,4491
671561002136281088,13082,7455
671550332464455680,934,213
671547767500775424,1375,613
671544874165002241,2025,1081
671542985629241344,1112,583
671538301157904385,941,407
671536543010570240,1203,420
671533943490011136,1041,595
671528761649688577,853,265
671520732782923777,1423,540
671518598289059840,968,301
671511350426865664,1640,747
671504605491109889,7171,3650
671497587707535361,931,459
671488513339211776,1031,482
671486386088865792,589,212
671485057807351808,776,238
671390180817915904,1448,753
671362598324076544,1133,301
671357843010908160,406,151
671355857343524864,488,116
671347597085433856,982,441
671186162933985280,750,218
671182547775299584,1148,356
671166507850801152,892,361
671163268581498880,1694,1139
671159727754231808,382,84
671154572044468225,738,225
671151324042559489,686,159
671147085991960577,690,234
671141549288370177,1191,672
671138694582165504,950,417
671134062904504320,765,199
671122204919246848,3570,2598
671115716440031232,1384,795
671109016219725825,1169,453
670995969505435648,1126,301
670842764863651840,25034,9016
670840546554966016,607,200
670838202509447168,1139,717
670833812859932673,458,128
670832455012716544,749,225
670826280409919488,5662,4184
670823764196741120,793,198
670822709593571328,625,99
670815497391357952,3239,1587
670811965569282048,1155,277
670807719151067136,1174,504
670804601705242624,2009,985
670803562457407488,348,89
670797304698376195,748,244
670792680469889025,850,285
670789397210615808,676,247
670786190031921152,611,207
670783437142401025,833,407
670782429121134593,1597,797
670780561024270336,796,297
670778058496974848,333,74
670764103623966721,1095,435
670755717859713024,452,114
670733412878163972,981,526
670727704916926465,844,371
670717338665226240,1237,510
670704688707301377,779,383
670691627984359425,601,250
670679630144274432,761,292
670676092097810432,255,44
670668383499735048,10926,5205
670474236058800128,1564,787
670468609693655041,359,87
670465786746662913,985,568
670452855871037440,560,213
670449342516494336,1217,693
670444955656130560,6844,2039
670442337873600512,655,203
670435821946826752,1074,532
670434127938719744,1431,666
670433248821026816,334,117
670428280563085312,1412,651
670427002554466305,526,170
670421925039075328,1336,655
670420569653809152,637,327
670417414769758208,578,329
670411370698022913,2063,927
670408998013820928,567,231
670403879788544000,442,162
670385711116361728,573,219
670374371102445568,757,277
670361874861563904,336,69
670338931251150849,434,114
670319130621435904,3935,1262
670303360680108032,434,139
670290420111441920,722,296
670093938074779648,1048,347
670086499208155136,711,262
670079681849372674,2261,1280
670073503555706880,1600,816
670069087419133954,644,251
670061506722140161,781,353
670055038660800512,683,341
670046952931721218,657,181
670040295598354432,768,115
670037189829525505,598,287
670003130994700288,342,96
669993076832759809,330,87
669972011175813120,454,168
669970042633789440,309,62
669942763794931712,518,172
669926384437997569,384,108
669923323644657664,242,59
669753178989142016,828,414
669749430875258880,275,67
669684865554620416,532,91
669683899023405056,395,114
669682095984410625,358,136
669680153564442624,679,299
669661792646373376,821,454
669625907762618368,3598,1863
669603084620980224,959,374
669597912108789760,520,155
669583744538451968,1515,954
669573570759163904,442,146
669571471778410496,1616,1049
669567591774625800,239,58
669564461267722241,393,128
669393256313184256,375,79
669375718304980992,1365,753
669371483794317312,504,186
669367896104181761,472,163
669363888236994561,637,237
669359674819481600,374,127
669354382627049472,2762,1306
669353438988365824,659,266
669351434509529089,451,193
669328503091937280,1030,430
669327207240699904,584,119
669324657376567296,503,214
669216679721873412,1208,414
669214165781868544,447,175
669203728096960512,1021,492
669037058363662336,674,322
669015743032369152,755,384
669006782128353280,588,258
669000397445533696,21259,6562
668994913074286592,450,240
668992363537309700,756,357
668989615043424256,695,338
668988183816871936,914,488
668986018524233728,564,173
668981893510119424,548,317
668979806671884288,806,356
668975677807423489,1329,600
668967877119254528,150,25
668960084974809088,720,245
668955713004314625,286,74
668932921458302977,272,59
668902994700836864,324,103
668892474547511297,401,155
668872652652679168,540,308
668852170888998912,460,171
668826086256599040,443,141
668815180734689280,581,278
668779399630725120,714,382
668655139528511488,541,223
668645506898350081,912,554
668643542311546881,899,543
668641109086707712,1098,554
668636665813057536,1062,502
668633411083464705,2876,1697
668631377374486528,734,326
668627278264475648,324,118
668625577880875008,394,138
668623201287675904,1466,798
668620235289837568,207,44
668614819948453888,621,322
668587383441514497,1700,1111
668567822092664832,250,57
668544745690562560,531,233
668542336805281792,470,222
668537837512433665,257,77
668528771708952576,471,232
668507509523615744,332,111
668496999348633600,420,135
668484198282485761,434,241
668480044826800133,470,152
668466899341221888,900,528
668297328638447616,632,306
668291999406125056,249,32
668286279830867968,517,142
668274247790391296,840,235
668268907921326080,563,243
668256321989451776,1327,636
668248472370458624,1012,501
668237644992782336,6321,2918
668226093875376128,304,106
668221241640230912,517,203
668204964695683073,559,200
668190681446379520,663,200
668171859951755264,502,201
668154635664932864,505,325
668142349051129856,577,294
668113020489474048,676,250
667937095915278337,1291,815
667924896115245057,307,113
667915453470232577,215,58
667911425562669056,497,311
667902449697558528,859,385
667886921285246976,1914,1117
667885044254572545,833,499
667878741721415682,397,122
667873844930215936,638,417
667866724293877760,3043,1057
667861340749471744,245,78
667832474953625600,292,63
667806454573760512,1069,508
